Deficit,SNOMEDCT_CONCEPTID,CTV3,Provenance,Codedescription,TimeConstraintyears,AgeLimit,Otherinstructions
Fracture,31975004,S242000,mar-fracture,fracture of scaphoid,,55,
Fracture,208390002,S242100,mar-fracture,fracture of first metacarpal bone,,55,
Fracture,208393000,S242200,mar-fracture,fracture of other metacarpal bone,,55,
Fracture,9275003,S242300,mar-fracture,multiple fractures of metacarpal bones,,55,
Fracture,208394006,S250.00,mar-fracture,closed fracture of metacarpal bone(s),,55,
Fracture,208397004,S250200,mar-fracture,closed fracture finger metacarpal base,,55,
Fracture,46422008,S250300,mar-fracture,closed fracture finger metacarpal shaft,,55,
Fracture,208399001,S250400,mar-fracture,closed fracture finger metacarpal neck,,55,
Fracture,208400008,S250500,mar-fracture,closed fracture finger metacarpal head,,55,
Fracture,208401007,S250600,mar-fracture,closed fracture finger metacarpal,,55,
Fracture,208402000,S250700,mar-fracture,"closed fracture finger metacarpal, multiple",,55,
Fracture,208403005,S250800,mar-fracture,closed fracture of thumb metacarpal,,55,
Fracture,208405003,S250A00,mar-fracture,closed fracture thumb metacarpal shaft,,55,
Fracture,208406002,S250B00,mar-fracture,closed fracture thumb metacarpal neck,,55,
Fracture,208408001,S250C00,mar-fracture,closed fracture thumb metacarpal head,,55,
Fracture,1370007,S251.00,mar-fracture,open fracture of metacarpal bone(s),,55,
Fracture,208414008,S251200,mar-fracture,open fracture finger metacarpal base,,55,
Fracture,72224003,S251300,mar-fracture,open fracture finger metacarpal shaft,,55,
Fracture,208416005,S251400,mar-fracture,open fracture finger metacarpal neck,,55,
Fracture,208417001,S251500,mar-fracture,open fracture finger metacarpal head,,55,
Fracture,208418006,S251600,mar-fracture,open fracture finger metacarpal,,55,
Fracture,208419003,S251700,mar-fracture,"open fracture finger metacarpal, multiple",,55,
Fracture,208420009,S251800,mar-fracture,open fracture of thumb metacarpal,,55,
Fracture,208422001,S251A00,mar-fracture,open fracture thumb metacarpal shaft,,55,
Fracture,208424000,S251C00,mar-fracture,open fracture thumb metacarpal head,,55,
Fracture,208427007,S252.00,mar-fracture,closed fracture sesamoid bone of hand,,55,
Fracture,208428002,S253.00,mar-fracture,open fracture sesamoid bone of hand,,55,
Fracture,274160002,S26..00,mar-fracture,fracture of one or more phalanges of hand,,55,
Fracture,18171007,S26..11,mar-fracture,finger fracture,,55,
Fracture,405817008,S26..12,mar-fracture,thumb fracture excluding base,,55,
Fracture,208430000,S260.00,mar-fracture,closed fracture of one or more phalanges of hand,,55,
Fracture,208434009,S260300,mar-fracture,closed fracture thumb proximal phalanx,,55,
Fracture,208435005,S260400,mar-fracture,"closed fracture thumb proximal phalanx, base",,55,
Fracture,208436006,S260500,mar-fracture,"closed fracture thumb proximal phalanx, shaft",,55,
Fracture,208437002,S260600,mar-fracture,"closed fracture thumb proximal phalanx, neck",,55,
Fracture,208438007,S260700,mar-fracture,"closed fracture thumb proximal phalanx, head",,55,
Fracture,208439004,S260800,mar-fracture,closed fracture thumb distal phalanx,,55,
Fracture,208440002,S260900,mar-fracture,"closed fracture thumb distal phalanx, base",,55,
Fracture,208441003,S260A00,mar-fracture,"closed fracture thumb distal phalanx, shaft",,55,
Fracture,208442005,S260B00,mar-fracture,"closed fracture thumb distal phalanx, tuft",,55,
Fracture,208443000,S260C00,mar-fracture,"closed fracture thumb distal phalanx, mallet",,55,
Fracture,208444006,S260D00,mar-fracture,closed fracture finger proximal phalanx,,55,
Fracture,208445007,S260E00,mar-fracture,"closed fracture finger proximal phalanx, base",,55,
Fracture,208446008,S260F00,mar-fracture,"closed fracture finger proximal phalanx, shaft",,55,
Fracture,208447004,S260G00,mar-fracture,"closed fracture finger proximal phalanx, neck",,55,
Fracture,208448009,S260H00,mar-fracture,"closed fracture finger proximal phalanx, head",,55,
Fracture,208449001,S260J00,mar-fracture,"closed fracture finger proximal phalanx, multiple",,55,
Fracture,208450001,S260K00,mar-fracture,closed fracture finger middle phalanx,,55,
Fracture,208451002,S260L00,mar-fracture,"closed fracture finger middle phalanx, base",,55,
Fracture,208452009,S260M00,mar-fracture,"closed fracture finger middle phalanx, shaft",,55,
Fracture,208453004,S260N00,mar-fracture,"closed fracture finger middle phalanx, neck",,55,
Fracture,208454005,S260P00,mar-fracture,"closed fracture finger middle phalanx, head",,55,
Fracture,208455006,S260Q00,mar-fracture,"closed fracture finger middle phalanx, multiple",,55,
Fracture,76865005,S260R00,mar-fracture,closed fracture finger distal phalanx,,55,
Fracture,208456007,S260S00,mar-fracture,"closed fracture finger distal phalanx, base",,55,
Fracture,208457003,S260T00,mar-fracture,"closed fracture finger distal phalanx, shaft",,55,
Fracture,208458008,S260U00,mar-fracture,"closed fracture finger distal phalanx, tuft",,55,
Fracture,208459000,S260V00,mar-fracture,"closed fracture finger distal phalanx, mallet",,55,
Fracture,208460005,S260W00,mar-fracture,"closed fracture finger distal phalanx, multiple",,55,
Fracture,208461009,S260x00,mar-fracture,"closed fractures of phalanx or phalanges, multiple sites",,55,
Fracture,208463007,S261.00,mar-fracture,open fracture of one or more phalanges of hand,,55,
Fracture,208467008,S261300,mar-fracture,open fracture thumb proximal phalanx,,55,
Fracture,208468003,S261400,mar-fracture,"open fracture thumb proximal phalanx, base",,55,
Fracture,208469006,S261500,mar-fracture,"open fracture thumb proximal phalanx, shaft",,55,
Fracture,208470007,S261600,mar-fracture,"open fracture thumb proximal phalanx, neck",,55,
Fracture,208471006,S261700,mar-fracture,"open fracture thumb proximal phalanx, head",,55,
Fracture,208472004,S261800,mar-fracture,open fracture thumb distal phalanx,,55,
Fracture,208473009,S261900,mar-fracture,"open fracture thumb distal phalanx, base",,55,
Fracture,208474003,S261A00,mar-fracture,"open fracture thumb distal phalanx, shaft",,55,
Fracture,208475002,S261B00,mar-fracture,"open fracture thumb distal phalanx, tuft",,55,
Fracture,208476001,S261C00,mar-fracture,"open fracture thumb distal phalanx, mallet",,55,
Fracture,208477005,S261D00,mar-fracture,open fracture finger proximal phalanx,,55,
Fracture,208478000,S261E00,mar-fracture,"open fracture finger proximal phalanx, base",,55,
Fracture,208479008,S261F00,mar-fracture,"open fracture finger proximal phalanx, shaft",,55,
Fracture,208480006,S261G00,mar-fracture,"open fracture finger proximal phalanx, neck",,55,
Fracture,208481005,S261H00,mar-fracture,"open fracture finger proximal phalanx, head",,55,
Fracture,208482003,S261J00,mar-fracture,"open fracture finger proximal phalanx, multiple",,55,
Fracture,208483008,S261K00,mar-fracture,open fracture finger middle phalanx,,55,
Fracture,208484002,S261L00,mar-fracture,"open fracture finger middle phalanx, base",,55,
Fracture,208485001,S261M00,mar-fracture,"open fracture finger middle phalanx, shaft",,55,
Fracture,208486000,S261N00,mar-fracture,"open fracture finger middle phalanx, neck",,55,
Fracture,208487009,S261P00,mar-fracture,"open fracture finger middle phalanx, head",,55,
Fracture,41511005,S261R00,mar-fracture,open fracture finger distal phalanx,,55,
Fracture,208489007,S261S00,mar-fracture,"open fracture finger distal phalanx, base",,55,
Fracture,208490003,S261T00,mar-fracture,"open fracture finger distal phalanx, shaft",,55,
Fracture,208491004,S261U00,mar-fracture,"open fracture finger distal phalanx, tuft",,55,
Fracture,208492006,S261V00,mar-fracture,"open fracture finger distal phalanx, mallet",,55,
Fracture,208493001,S261W00,mar-fracture,"open fracture finger distal phalanx, multiple",,55,
Fracture,208494007,S261x00,mar-fracture,"open fracture of phalanx or phalanges, multiple sites",,55,
Fracture,76974008,S264.00,mar-fracture,multiple fractures of fingers,,55,
Fracture,37418005,S27..00,mar-fracture,multiple fractures of hand bones,,55,
Fracture,208499002,S270.00,mar-fracture,closed multiple fractures of hand bones,,55,
Fracture,208500006,S271.00,mar-fracture,open multiple fractures of hand bones,,55,
Fracture,208502003,S28..00,mar-fracture,ill-defined fractures of upper limb,,55,
Fracture,208503008,S280.00,mar-fracture,closed ill-defined fractures of upper limb,,55,
Fracture,208505001,S281.00,mar-fracture,open ill-defined fractures of upper limb,,55,
Fracture,263256004,S29..11,mar-fracture,multiple fractures of arm,,55,
Fracture,45678008,S29..11,mar-fracture,multiple fractures of arm,,55,
Fracture,1261007,S29..11,mar-fracture,multiple fractures of arm,,55,
Fracture,269090007,S29..13,mar-fracture,multiple fractures of sternum,,55,
Fracture,208510002,S292.00,mar-fracture,"multiple fractures of clavicle, scapula and humerus",,55,
Fracture,311816000,S292000,mar-fracture,"closed multiple fractures of clavicle, scapula and humerus",,55,
Fracture,311817009,S292100,mar-fracture,"open multiple fractures of clavicle, scapula and humerus",,55,
Fracture,208513000,S293.00,mar-fracture,multiple fractures of forearm,,55,
Fracture,208514006,S294.00,mar-fracture,fractures involving multiple regions of both upper limbs,,55,
Fracture,311819007,S294000,mar-fracture,cl fractures involving multiple regions of both upper limbs,,55,
Fracture,20511007,S2B..00,mar-fracture,fracture of bone of hand,,55,
Fracture,46866001,S3...00,mar-fracture,fracture of lower limb,,55,
Fracture,275341005,S302012,mar-fracture,"closed fracture of femur, lesser trochanter",,55,
Fracture,275340006,S302012,mar-fracture,"closed fracture of femur, lesser trochanter",,55,
Fracture,208548007,S302012,mar-fracture,"closed fracture of femur, lesser trochanter",,55,
Fracture,275342003,S303011,mar-fracture,"open fracture of femur, greater trochanter",,55,
Fracture,5913000,S303011,mar-fracture,"open fracture of femur, greater trochanter",,55,
Fracture,275343008,S303011,mar-fracture,"open fracture of femur, greater trochanter",,55,
Fracture,71620000,S31..00,mar-fracture,other fracture of femur,,55,
Fracture,25415003,S310.00,mar-fracture,"closed fracture of femur, shaft or unspecified part",,55,
Fracture,26442006,S310.00,mar-fracture,"closed fracture of femur, shaft or unspecified part",,55,
Fracture,6628008,S311100,mar-fracture,open fracture shaft of femur,,55,
Fracture,263233008,S312.00,mar-fracture,closed fracture distal femur,,55,
Fracture,66926007,S312100,mar-fracture,"closed fracture of femoral condyle, unspecified",,55,
Fracture,208578003,S312200,mar-fracture,"closed fracture of femur, lower epiphysis",,55,
Fracture,30905007,S312300,mar-fracture,"closed fracture distal femur, supracondylar",,55,
Fracture,208579006,S312400,mar-fracture,"closed fracture distal femur, medial condyle",,55,
Fracture,208580009,S312500,mar-fracture,"closed fracture distal femur, lateral condyle",,55,
Fracture,208581008,S312600,mar-fracture,"closed fracture distal femur, bicondylar (t-y fracture)",,55,
Fracture,208582001,S312x00,mar-fracture,"closed fracture distal femur, comminuted/intra-articular",,55,
Fracture,263234002,S313.00,mar-fracture,open fracture distal femur,,55,
Fracture,19652000,S313100,mar-fracture,"open fracture of femoral condyle, unspecified",,55,
Fracture,263236000,S313100,mar-fracture,"open fracture of femoral condyle, unspecified",,55,
Fracture,208587007,S313200,mar-fracture,"open fracture of femur, lower epiphysis",,55,
Fracture,79978005,S313300,mar-fracture,"open fracture distal femur, supracondylar",,55,
Fracture,208588002,S313400,mar-fracture,"open fracture distal femur, medial condyle",,55,
Fracture,208589005,S313500,mar-fracture,"open fracture distal femur, lateral condyle",,55,
Fracture,208591002,S313x00,mar-fracture,"open fracture distal femur, comminuted/intra-articular",,55,
Fracture,54441004,S314.00,mar-fracture,fracture of shaft of femur,,55,
Fracture,263232003,S315.00,mar-fracture,fracture of lower end of femur,,55,
Fracture,51037009,S32..00,mar-fracture,fracture of patella,,55,
Fracture,80756009,S320.00,mar-fracture,closed fracture of the patella,,55,
Fracture,208596007,S320000,mar-fracture,"closed fracture patella, transverse",,55,
Fracture,208597003,S320100,mar-fracture,"closed fracture patella, proximal pole",,55,
Fracture,208598008,S320200,mar-fracture,"closed fracture patella, distal pole",,55,
Fracture,208600002,S320300,mar-fracture,"closed fracture patella, vertical",,55,
Fracture,208601003,S320400,mar-fracture,"closed fracture patella, comminuted (stellate)",,55,
Fracture,111643005,S321.00,mar-fracture,open fracture of the patella,,55,
Fracture,208602005,S321000,mar-fracture,"open fracture patella, transverse",,55,
Fracture,208603000,S321100,mar-fracture,"open fracture patella, proximal pole",,55,
Fracture,208604006,S321200,mar-fracture,"open fracture patella, distal pole",,55,
Fracture,208606008,S321400,mar-fracture,"open fracture patella, comminuted (stellate)",,55,
Fracture,414293001,S33..00,mar-fracture,fracture of tibia and fibula,,55,
Fracture,111644004,S330.00,mar-fracture,"closed fracture of tibia and fibula, proximal",,55,
Fracture,47848000,S330000,mar-fracture,closed fracture of the proximal tibia,,55,
Fracture,263237009,S330000,mar-fracture,closed fracture of the proximal tibia,,55,
Fracture,23900009,S330012,mar-fracture,closed fracture of tibial tuberosity,,55,
Fracture,59639009,S330100,mar-fracture,closed fracture proximal fibula,,55,
Fracture,208610006,S330300,mar-fracture,"closed fracture proximal tibia, medial condyle (plateau)",,55,
Fracture,208611005,S330400,mar-fracture,"closed fracture proximal tibia, lateral condyle (plateau)",,55,
Fracture,208612003,S330500,mar-fracture,"closed fracture proximal tibia, bicondylar",,55,
Fracture,208613008,S330600,mar-fracture,"closed fracture spine, tibia",,55,
Fracture,208614002,S330700,mar-fracture,"closed fracture tubercle, tibia",,55,
Fracture,28359007,S330800,mar-fracture,"closed fracture fibula, head",,55,
Fracture,208615001,S330900,mar-fracture,"closed fracture fibula, neck",,55,
Fracture,69166006,S330z00,mar-fracture,"closed fracture of tibia and fibula, proximal nos",,55,
Fracture,9344009,S331.00,mar-fracture,"open fracture of tibia and fibula, proximal",,55,
Fracture,263239007,S331000,mar-fracture,open fracture of the proximal tibia,,55,
Fracture,111645003,S331012,mar-fracture,open fracture of tibial tuberosity,,55,
Fracture,263238004,S331012,mar-fracture,open fracture of tibial tuberosity,,55,
Fracture,59556008,S331100,mar-fracture,open fracture proximal fibula,,55,
Fracture,208619007,S331300,mar-fracture,"open fracture proximal tibia, medial condyle (plateau)",,55,
Fracture,208620001,S331400,mar-fracture,"open fracture proximal tibia, lateral condyle (plateau)",,55,
Fracture,208623004,S331700,mar-fracture,"open fracture tubercle, tibia",,55,
Fracture,208624005,S331800,mar-fracture,"open fracture fibula, head",,55,
Fracture,208625006,S331900,mar-fracture,"open fracture fibula, neck",,55,
Fracture,446980008,S331A00,mar-fracture,open fracture tibial plateau,,55,
Fracture,208627003,S332.00,mar-fracture,"closed fracture of tibia/fibula, shaft",,55,
Fracture,6990005,S332000,mar-fracture,closed fracture shaft of tibia,,55,
Fracture,28012007,S332000,mar-fracture,closed fracture shaft of tibia,,55,
Fracture,77803008,S332100,mar-fracture,closed fracture shaft of fibula,,55,
Fracture,208629000,S332200,mar-fracture,"closed fracture of tibia and fibula, shaft",,55,
Fracture,208631009,S333.00,mar-fracture,"open fracture of tibia/fibula, shaft",,55,
Fracture,22234005,S333000,mar-fracture,open fracture shaft of tibia,,55,
Fracture,111646002,S333100,mar-fracture,open fracture shaft of fibula,,55,
Fracture,208632002,S333200,mar-fracture,"open fracture of tibia and fibula, shaft",,55,
Fracture,208634001,S334.00,mar-fracture,closed fracture distal tibia,,55,
Fracture,208635000,S334000,mar-fracture,"closed fracture distal tibia, extra-articular",,55,
Fracture,208636004,S334100,mar-fracture,"closed fracture distal tibia, intra-articular",,55,
Fracture,208637008,S335.00,mar-fracture,open fracture distal tibia,,55,
Fracture,208638003,S335000,mar-fracture,"open fracture distal tibia, extra-articular",,55,
Fracture,208639006,S335100,mar-fracture,"open fracture distal tibia, intra-articular",,55,
Fracture,20433007,S336.00,mar-fracture,fracture of upper end of tibia,,55,
Fracture,428257007,S336000,mar-fracture,fracture tibial plateau,,55,
Fracture,16114001,S338.00,mar-fracture,fracture of lower end of tibia,,55,
Fracture,278537006,S338.00,mar-fracture,fracture of lower end of tibia,,55,
Fracture,75591007,S339.00,mar-fracture,fracture of fibula alone,,55,
Fracture,308153009,S339000,mar-fracture,closed fracture of distal fibula,,55,
Fracture,307727005,S339100,mar-fracture,open fracture of distal fibula,,55,
Fracture,31978002,S33A.00,mar-fracture,fracture of tibia,,55,
Fracture,445311003,S33B.00,mar-fracture,open fracture of distal tibia and fibula,,55,
Fracture,445410003,S33C.00,mar-fracture,closed fracture of distal tibia and fibula,,55,
Fracture,413877007,S33x.00,mar-fracture,"closed fracture of tibia and fibula, unspecified part, nos",,55,
Fracture,414292006,S33x.00,mar-fracture,"closed fracture of tibia and fibula, unspecified part, nos",,55,
Fracture,447139008,S33x000,mar-fracture,"closed fracture of tibia, unspecified part, nos",,55,
Fracture,447395005,S33x100,mar-fracture,"closed fracture of fibula, unspecified part, nos",,55,
Fracture,446979005,S33y000,mar-fracture,"open fracture of tibia, unspecified part, nos",,55,
Fracture,414943006,S33y200,mar-fracture,"open fracture of tibia and fibula, unspecified part",,55,
Fracture,123975002,S34..00,mar-fracture,fracture of ankle,,55,
Fracture,263244000,S34..00,mar-fracture,fracture of ankle,,55,
Fracture,15385006,S340.00,mar-fracture,"closed fracture ankle, medial malleolus",,55,
Fracture,54530004,S341.00,mar-fracture,"open fracture ankle, medial malleolus",,55,
Fracture,34268009,S342.00,mar-fracture,"closed fracture ankle, lateral malleolus",,55,
Fracture,208657007,S342000,mar-fracture,"closed fracture ankle, lateral malleolus, low",,55,
Fracture,208658002,S342100,mar-fracture,"closed fracture ankle, lateral malleolus, high",,55,
Fracture,4673003,S343.00,mar-fracture,"open fracture ankle, lateral malleolus",,55,
Fracture,208659005,S343000,mar-fracture,"open fracture ankle, lateral malleolus, low",,55,
Fracture,208660000,S343100,mar-fracture,"open fracture ankle, lateral malleolus, high",,55,
Fracture,25899002,S344.00,mar-fracture,"closed fracture ankle, bimalleolar",,55,
Fracture,208662008,S344000,mar-fracture,"closed fracture ankle, bimalleolar, low fibular fracture",,55,
Fracture,208663003,S344100,mar-fracture,"closed fracture ankle, bimalleolar, high fibular fracture",,55,
Fracture,26908008,S345.00,mar-fracture,"open fracture ankle, bimalleolar",,55,
Fracture,208664009,S345000,mar-fracture,"open fracture ankle, bimalleolar, low fibular fracture",,55,
Fracture,208665005,S345100,mar-fracture,"open fracture ankle, bimalleolar, high fibular fracture",,55,
Fracture,6698000,S346.00,mar-fracture,"closed fracture ankle, trimalleolar",,55,
Fracture,208666006,S346000,mar-fracture,"closed fracture ankle, trimalleolar, low fibular fracture",,55,
Fracture,208667002,S346100,mar-fracture,"closed fracture ankle, trimalleolar, high fibular fracture",,55,
Fracture,90338005,S347.00,mar-fracture,"open fracture ankle, trimalleolar",,55,
Fracture,208668007,S347000,mar-fracture,"open fracture ankle, trimalleolar, low fibular fracture",,55,
Fracture,208669004,S347100,mar-fracture,"open fracture ankle, trimalleolar, high fibular fracture",,55,
Fracture,281531008,S348.00,mar-fracture,fracture of medial malleolus,,55,
Fracture,281535004,S349.00,mar-fracture,fracture of lateral malleolus,,55,
Fracture,42188001,S34x.00,mar-fracture,"closed fracture ankle, unspecified",,55,
Fracture,48187004,S34y.00,mar-fracture,"open fracture ankle, unspecified",,55,
Fracture,263251009,S35..00,mar-fracture,fracture of one or more tarsal and metatarsal bones,,55,
Fracture,263245004,S35..11,mar-fracture,metatarsal bone fracture,,55,
Fracture,269100000,S35..11,mar-fracture,metatarsal bone fracture,,55,
Fracture,263247007,S350.11,mar-fracture,heel bone fracture,,55,
Fracture,64665009,S350.12,mar-fracture,os calcis fracture,,55,
Fracture,208677000,S350000,mar-fracture,"closed fracture calcaneus, extra-articular",,55,
Fracture,208678005,S350100,mar-fracture,"closed fracture calcaneus, intra-articular",,55,
Fracture,24948002,S351.00,mar-fracture,open fracture of calcaneus,,55,
Fracture,208680004,S351100,mar-fracture,"open fractures calcaneus, intra-articular",,55,
Fracture,263253007,S352.00,mar-fracture,closed fracture of other tarsal and metatarsal bones,,55,
Fracture,447138000,S352000,mar-fracture,"closed fracture of tarsal bone, unspecified",,55,
Fracture,79626009,S352100,mar-fracture,closed fracture of talus,,55,
Fracture,75308009,S352200,mar-fracture,closed fracture navicular,,55,
Fracture,9808005,S352300,mar-fracture,closed fracture cuboid,,55,
Fracture,67422008,S352400,mar-fracture,closed fracture medial cuneiform,,55,
Fracture,24212007,S352500,mar-fracture,closed fracture intermediate cuneiform,,55,
Fracture,41977005,S352600,mar-fracture,closed fracture lateral cuneiform,,55,
Fracture,36924003,S352700,mar-fracture,closed fracture metatarsal,,55,
Fracture,208684008,S352800,mar-fracture,"closed fracture talus, head",,55,
Fracture,208685009,S352900,mar-fracture,"closed fracture talus, neck",,55,
Fracture,208686005,S352A00,mar-fracture,"closed fracture talus, body",,55,
Fracture,208687001,S352B00,mar-fracture,closed fracture metatarsal base,,55,
Fracture,208688006,S352C00,mar-fracture,closed fracture metatarsal shaft,,55,
Fracture,208689003,S352D00,mar-fracture,closed fracture metatarsal neck,,55,
Fracture,208690007,S352E00,mar-fracture,closed fracture metatarsal head,,55,
Fracture,208691006,S352F00,mar-fracture,"closed fracture metatarsal, multiple",,55,
Fracture,208692004,S352G00,mar-fracture,"closed tarsal fractures, multiple",,55,
Fracture,42306005,S352H00,mar-fracture,closed fracture of cuneiforms,,55,
Fracture,424648000,S352J00,mar-fracture,closed fracture of base of fifth metatarsal,,55,
Fracture,769141000000107,S352z00,mar-fracture,closed fracture of one or more tarsal + metatarsal bones nos,,55,
Fracture,3381004,S353100,mar-fracture,open fracture of talus,,55,
Fracture,73015009,S353200,mar-fracture,open fracture navicular,,55,
Fracture,26646003,S353300,mar-fracture,open fracture cuboid,,55,
Fracture,54075005,S353400,mar-fracture,open fracture medial cuneiform,,55,
Fracture,23020007,S353500,mar-fracture,open fracture intermediate cuneiform,,55,
Fracture,66973001,S353600,mar-fracture,open fracture lateral cuneiform,,55,
Fracture,77551005,S353700,mar-fracture,open fracture metatarsal,,55,
Fracture,208696001,S353800,mar-fracture,"open fracture talus, head",,55,
Fracture,208697005,S353900,mar-fracture,"open fracture talus, neck",,55,
Fracture,208698000,S353A00,mar-fracture,"open fracture talus, body",,55,
Fracture,208699008,S353B00,mar-fracture,open fracture metatarsal base,,55,
Fracture,208700009,S353C00,mar-fracture,open fracture metatarsal shaft,,55,
Fracture,208701008,S353D00,mar-fracture,open fracture metatarsal neck,,55,
Fracture,208702001,S353E00,mar-fracture,open fracture metatarsal head,,55,
Fracture,208703006,S353F00,mar-fracture,"open fracture metatarsal, multiple",,55,
Fracture,46020007,S353H00,mar-fracture,open fracture cuneiforms,,55,
Fracture,424817005,S353J00,mar-fracture,open fracture of base of fifth metatarsal,,55,
Fracture,263246003,S355.00,mar-fracture,fracture of talus,,55,
Fracture,21351003,S36..00,mar-fracture,fracture of one or more phalanges of foot,,55,
Fracture,81576005,S360.00,mar-fracture,closed fracture of one or more phalanges of foot,,55,
Fracture,208710000,S360000,mar-fracture,"closed fracture proximal phalanx, toe",,55,
Fracture,208711001,S360100,mar-fracture,"closed fracture middle phalanx, toe",,55,
Fracture,208712008,S360200,mar-fracture,"closed fracture distal phalanx, toe",,55,
Fracture,208713003,S360300,mar-fracture,"closed fracture multiple phalanges, toe",,55,
Fracture,74395007,S361.00,mar-fracture,open fracture of one or more phalanges of foot,,55,
Fracture,208715005,S361000,mar-fracture,"open fracture proximal phalanx, toe",,55,
Fracture,208716006,S361100,mar-fracture,"open fracture middle phalanx, toe",,55,
Fracture,208717002,S361200,mar-fracture,"open fracture distal phalanx, toe",,55,
Fracture,208718007,S361300,mar-fracture,"open fracture multiple phalanges, toe",,55,
Fracture,208719004,S362.00,mar-fracture,fracture of great toe,,55,
Fracture,311821002,S362000,mar-fracture,closed fracture of great toe,,55,
Fracture,311822009,S362100,mar-fracture,open fracture of great toe,,55,
Fracture,32805004,S3x..00,mar-fracture,"other, multiple and ill-defined fractures of lower limb",,55,
Fracture,64569008,S3x0.00,mar-fracture,"other, multiple and ill-defined closed fractures lower limb",,55,
Fracture,22225000,S3x1.00,mar-fracture,"other, multiple and ill-defined open fractures of lower limb",,55,
Fracture,208731002,S3x2.00,mar-fracture,multiple fractures of femur,,55,
Fracture,208732009,S3x3.00,mar-fracture,multiple fractures of lower leg,,55,
Fracture,208733004,S3x4.00,mar-fracture,multiple fractures of foot,,55,
Fracture,125605004,S3z..00,mar-fracture,fracture of unspecified bones,,55,
Fracture,423125000,S3z0.00,mar-fracture,"closed fracture of bones, unspecified",,55,
Fracture,23382007,S3z2.00,mar-fracture,stress fracture,,55,
Fracture,269103003,S4...13,mar-fracture,fracture dislocations and fracture subluxations,,55,
Fracture,129264002,S4...13,mar-fracture,fracture dislocations and fracture subluxations,,55,
Fracture,263031003,S4...13,mar-fracture,fracture dislocations and fracture subluxations,,55,
Fracture,108367008,S4...13,mar-fracture,fracture dislocations and fracture subluxations,,55,
Fracture,263004001,S4...13,mar-fracture,fracture dislocations and fracture subluxations,,55,
Fracture,263063009,S4...13,mar-fracture,fracture dislocations and fracture subluxations,,55,
Fracture,263094009,S4...13,mar-fracture,fracture dislocations and fracture subluxations,,55,
Fracture,209236003,S4A..00,mar-fracture,fracture-dislocation or subluxation shoulder,,55,
Fracture,209238002,S4A0.00,mar-fracture,closed fracture-dislocation shoulder,,55,
Fracture,209239005,S4A0100,mar-fracture,closed fracture-dislocation acromio-clavicular joint,,55,
Fracture,209242004,S4A1.00,mar-fracture,open fracture-dislocation shoulder,,55,
Fracture,209243009,S4A1100,mar-fracture,open fracture-dislocation acromio-clavicular joint,,55,
Fracture,209245002,S4A2.00,mar-fracture,closed fracture-subluxation shoulder,,55,
Fracture,209244003,S4A2.00,mar-fracture,closed fracture-subluxation shoulder,,55,
Fracture,209246001,S4A2100,mar-fracture,closed fracture-subluxation acromio-clavicular joint,,55,
Fracture,209249008,S4A3100,mar-fracture,open fracture-subluxation acromio-clavicular joint,,55,
Fracture,209250008,S4B..00,mar-fracture,fracture-dislocation or subluxation elbow,,55,
Fracture,263078002,S4B..00,mar-fracture,fracture-dislocation or subluxation elbow,,55,
Fracture,209252000,S4B0.00,mar-fracture,closed fracture-dislocation elbow,,55,
Fracture,209255003,S4B1.00,mar-fracture,open fracture-dislocation elbow,,55,
Fracture,209256002,S4B1100,mar-fracture,open fracture-dislocation superior radio-ulnar joint,,55,
Fracture,209257006,S4B2.00,mar-fracture,closed fracture-subluxation elbow,,55,
Fracture,209258001,S4B2000,mar-fracture,closed fracture-subluxation elbow joint,,55,
Fracture,209259009,S4B2100,mar-fracture,closed fracture-subluxation superior radio-ulnar joint,,55,
Fracture,209261000,S4B3.00,mar-fracture,open fracture-subluxation elbow,,55,
Fracture,209267001,S4C0200,mar-fracture,closed fracture-dislocation mid carpal,,55,
Fracture,209268006,S4C0300,mar-fracture,"closed fracture-dislocation, carpometacarpal joint",,55,
Fracture,209269003,S4C0400,mar-fracture,closed fracture-dislocation lunate (volar),,55,
Fracture,209270002,S4C0500,mar-fracture,closed fracture-dislocation peri-lunate (dorsal),,55,
Fracture,209271003,S4C0600,mar-fracture,closed fracture-dislocation peri-lunate trans-scaphoid,,55,
Fracture,209278009,S4C1300,mar-fracture,open fracture-dislocation carpometacarpal joint,,55,
Fracture,209281004,S4C1600,mar-fracture,open fracture-dislocation peri-lunate trans-scaphoid,,55,
Fracture,209286009,S4C2200,mar-fracture,closed fracture-subluxation mid carpal,,55,
Fracture,209287000,S4C2300,mar-fracture,"closed fracture-subluxation, carpometacarpal joint",,55,
Fracture,209288005,S4C2400,mar-fracture,closed fracture-subluxation lunate (volar),,55,
Fracture,209290006,S4C2600,mar-fracture,closed fracture-subluxation peri-lunate trans-scaphoid,,55,
Fracture,263102004,S4C2y00,mar-fracture,closed fracture-subluxation other carpal,,55,
Fracture,209296000,S4C3300,mar-fracture,"open fracture-subluxation, carpometacarpal joint",,55,
Fracture,209299007,S4C3600,mar-fracture,open fracture-subluxation peri-lunate trans-scaphoid,,55,
Fracture,209301000,S4D..00,mar-fracture,fracture-dislocation/subluxation finger/thumb,,55,
Fracture,209302007,S4D0.00,mar-fracture,closed fracture-dislocation digit,,55,
Fracture,209304008,S4D0100,mar-fracture,"closed fracture-dislocation, metacarpophalangeal joint",,55,
